name,items,retail_value,price,value_ratio
TNT / KA Bluey $10,"1x 150g TNT Sour Spooky Blobs $2.50
1x 75g TNT Sour Straps $1.85
1x 60ml TNT Gob Licker $1.75
1x 120g TNT Mega Sour Slime $1.85
1x TNT Sour Slurp  $0.60
4x 10g TNT Sour Crazy Crackles $0.20
2x 9g KA-Bluey Blast Chew Bars $0.20
2x 9g TNT Sour Cola Chew Bars $0.20
2x 9g TNT Sour Strawberry Chew Bars  $0.20
2x 9g TNT Sour Raspberry Chew Bars  $0.20
1x 40g TNT Giant Chew Multicolour $1.00
2x 15g Busters Tangy Candy  $0.30
2x 15g TNT Sour Face Dip  $0.45
1x 70ml Ka-Bluey Ice Pops  $0.80",14.25,10.0,1.425
Jurassic World Dominion Bag,"1x Jurassic World Carry Bag $4.95
1x Jurassic World Baseball Cap $9.95
1x Jurassic World Walkie Talkies $19.95
1x Jurassic World Binoculars $5.95
1x Jurassic World Compass $2.95
1x Jurassic World Tattoo Book $2.95
1x Jurassic World Inflatable Hammer $3.00",49.7,35.0,1.4200000000000002
Wagon Wheels,"1x Mini Wagon Wheel Original 190g  $4.50
16x Wagon Wheel Original 24g $0.60",14.1,10.0,1.41
Zappomungus Superbag,"1x 27g Pineapple Chews $0.80
1x 27g Zappo Grape Chews  $0.80
2x 27g Zappo Strawberry Chews $0.80
1x 27g Cola Chews $0.80
1x 27g Zappo Tuitti Fruiti Chews $0.80
1x 15g Zappo Sour Powder Gum Grape $0.30
1x 15g Zappo Sour Powder Gum Strawberry $0.30
3x 15g Zappo Sour Grumpy Dips  $0.30
2x 16g Zappo Millions  $0.55
3x 12g Zappo Fizz  $0.20
1x 19g Trolli Gecko  $0.70
2x 10g Lotsa Pops $0.10
1x 18g Monster Dip $1.20
2x 43g Triple Dipper  $0.80
3x 16g Zappo Busters  $0.45
6x 3g Fruity Chews  $0.05
2x 4g Zappo Drops  $0.05
1x 15.5g Trolli Pizza  $0.65",14.1,10.0,1.41
Aero ($6 each OR 3 for $15 Range),"2x Aero Peppermint Bar 40g $2.20
5x Bertie Beetle 10g $0.80",8.4,6.0,1.4000000000000001
Mega Magic,"1x Magicians Hat $10.00
1x 20pc Extreme Magic Show Set with CD $25.00",35.0,25.0,1.4
Darrell Lea Healthy Snacking,"1x Munchme Roasted Almond 120g $5.50
1x Munchme Pistachio Cranberry 120g $5.50
1x BC High Protein Salted Caramel & Chocolate Crunch Bar 40g $3.00
1x BC High Protein Chocolate Brownie Crunch Bar 40g $3.00
1x BC High Protein Raspberry Truffle Bar 40g $3.00
1x BC High Protein Dark Chocolate Almond Bar 40g $3.00
1x Well Naturally Dark Chocolate Almond Chip Bar 45g $3.00
1x Well Naturally Sweet Raspberry Milk Chocolate Bar 45g $3.00
1x Well Naturally Milk Chocolate Smooth & Creamy Bar  45g $3.00
1x Well Naturally Milk Chocolate Coconut Delight Bar 45g $3.00",35.0,25.0,1.4
Cadbury Caramilk Superbag,"1x 110g Twirl Caramilk Bites $4.00
1x 39g Twirl Caramilk $2.00
1x 45g Cadbury Caramilk Bar $2.00
6x 12g Bite Size Cadbury Caramilk $0.80
2x 12g Bite Size Dairy Milk $0.60",14.0,10.0,1.4
Cadbury Curly Wurly,"4x 21.5g Curly Wurly $1.00
5x 12g Bite Size Dairy Milk  $0.60
SHOW SPECIAL - PURCHASE ANY 3 BAGS FOR $12.00 (FROM THE $5 CADBURY RANGE) 
CHOOSE FROM: 
CADBURY DAIRY MILK $5, CHERRY RIPE $5, TWIRL $5, PICNIC $5,  
TURKISH DELIGHT $5, CURLY WURLY $5, CRUNCHIE $5, FREDDO $5 
CARAMELLO $5, FURRY FRIENDS $5,  ",7.0,5.0,1.4
Licorice lovers,"1x 100g Licorice Allsorts $2.00
1x 100g Raspberry Twists $2.00
1x 100g White Choc Raspberry Bullets $2.00
1x 100g  Fruit Bites $2.00
1x 100g Aniseed Rings $2.00
1x 100g Licorice Twists $2.00
1x 100g Chocolate Bullets $2.00",14.0,10.0,1.4
Super Kawaii,"1x 47g Pocky Chocolate Sticks $2.20
1x 40g Pocky Cookies & Cream Sticks $2.20
1x  50g Hello Panda Double Chocolate $2.10
1x 50g Hello Panda Strawberry  $2.10
1x 50g Yan Yan Double Creme Choc &  Strawberry  $2.10
1x 50g Yan Yan Strawberry  $2.10
1x 15g Fairy Floss  $1.10",13.9,10.0,1.3900000000000001
Ghost Drops,"1x Cosmic Ghost Drops 120g (average 30 Ghost Drops) $4.80
6x Cosmic Magic Pops Popping Candy $0.20
1x Cosmic Super Sour Powder Dip and Stick $1.20
1x Cosmic JOOP Slime $2.00
1x Karate Roller $0.60
1x Cosmic Finger Dip $1.50
1x Snappy Wrist Band $2.50",13.8,10.0,1.3800000000000001
Xtreme Sours,"1x 160g Xtreme Sour Straps Rainbow $2.60
1x 160g Xtreme Sour Straps Strawberry  $2.60
1x 160g Xtreme Sour Straps Watermelon  $2.60
6x 40g Xtreme Sour Rainbow Rolls $1.00",13.8,10.0,1.3800000000000001
New Zealand Favourites,"1x   150g Curlies   $5.50
1x 150g Rashums $5.50
1x Cadbury Chocolate Fish $3.50
1x Cadbury Perky Nana $4.00
1x  Cadbury Buzz Bar $2.50
1x  Nestle Pixie Caramel $4.00
1x L&P Soft Drink $5.00
1x    Cadbury Pinky $4.00",34.0,25.0,1.36
Kinder Bueno,"6x Kinder Bueno Chocolate Classic $2.00
1x Kinder Bueno Mini's (Pack of 20) $4.30",16.3,12.0,1.3583333333333334
Skittles® Family Sharing Bag,"24x 15g SKITTLES® FRUITS $0.65
1x 45g SKITTLES® SOURS $2.39
1x 190g SKITTLES® TROPICAL $4.39",22.38,16.5,1.3563636363636362
Darrell Lea Life Savers,"1x Life Savers Stix Sherbet Fizz Raspberry 220g $4.50
1x Life Savers Stix Sherbet Fizz Green Apple 220g $4.50
1x Life Savers Fruit Tingles 180g $4.50
1x Life Savers Fruit Pastilles 180g $4.50
1x Life Savers Blackcurrant Pastilles 180g $4.50
1x Life Savers 5 Flavours Jelly Beans 180g $4.50",27.0,20.0,1.35
MARS® Sharing Bag,"5x 16g MARS®FUNSIZE® $0.65
5x 18g SNICKERS®FUNSIZE® $0.65
5x 12g MILKYWAY®FUNSIZE® $0.65
16x 13.5g M&M's®FUNSIZE® $0.65",20.15,15.0,1.3433333333333333
Dino Ranch Bag,"1x Dino Ranch Carry Bag $4.95
1x Cowboy hat $9.95
2x Gloves $2.95
1x Vest $2.95
1x Bandana $2.95
1x Dino Ranch Soft Toy $9.50
1x Belt $3.95",40.15,30.0,1.3383333333333334
Mega Ninja Warrior,"1x  Ninja Sword, Knife and Mask Set $20.00
1x  Ninja Sword Roll Play Set $20.00",40.0,30.0,1.3333333333333333
Zappo,"1x 27g Zappo Grape $0.80
1x 27g Zappo Strawberry $0.80
1x 27g Zappo Tutti Frutti $0.80
1x 27g Zappo Pineapple $0.80
1x 27g Zappo Cola $0.80
2x 15g Zappo Sour Powder Grape Gum $0.30
1x 15g Zappo Sour Powder Strawberry Gum $0.30
4x 4g Zappo Drops $0.05
3x 32g Zappo Millions $0.55
2x 15g Zappo Sour Grumpy Dips $0.30
3x 12g Zappo Sour Fizz Chew Bars $0.20",7.95,6.0,1.325
Cadbury Indulgence,"1x 265g Box Cadbury Favourites $7.50
2x 150g Roses Gift Bag $6.50
6x 12g Bite Size Dairy Milk $0.60
2x 15g Bite Size Cherry Ripe $0.60
1x 15g Bite Size Crunchie $0.60
1x 14g Bite Size Twirl $0.60",26.5,20.0,1.325
S.W.A.T. Jnr Bag,"1x SWAT Helmet With Visor $6.95
1x SWAT Machine Gun With Sound $9.95
1x SWAT Vest $9.95
1x  Police Baton $2.95
1x Hand Cuffs $1.95
1x Walkie Talkie $1.95
1x Torch $3.95
1x Badge $1.95",39.6,30.0,1.32
Cadbury Freddo,"4x 12g Dairy Milk Freddo $0.70
1x 12g Milky Top Freddo $0.70
1x 15g Strawberry Freddo $0.70
4x 12g Bite Size Dairy Milk $0.60
SHOW SPECIAL - PURCHASE ANY 3 BAGS FOR $12.00 (FROM THE $5 CADBURY RANGE) 
CHOOSE FROM: 
CADBURY DAIRY MILK $5, CHERRY RIPE $5, TWIRL $5, PICNIC $5,  
TURKISH DELIGHT $5, CURLY WURLY $5, CRUNCHIE $5, FREDDO $5 
CARAMELLO $5, FURRY FRIENDS $5,  ",6.6,5.0,1.3199999999999998
Cadbury Cherry Ripe,"8x 15g Bite Size Cherry Ripe $0.60
3x 12g Bite Size Dairy Milk $0.60
SHOW SPECIAL - PURCHASE ANY 3 BAGS FOR $12.00 (FROM THE $5 CADBURY RANGE) 
CHOOSE FROM: 
CADBURY DAIRY MILK $5, CHERRY RIPE $5, TWIRL $5,PICNIC $5,  
TURKISH DELIGHT $5, CURLY WURLY $5, CRUNCHIE $5, FREDDO $5 
CARAMELLO $5, FURRY FRIENDS $5,  ",6.6,5.0,1.3199999999999998
Giant Candy,"1x 100g Fizzy Splash Chew Bar $2.00
1x 100g Little Ripper Chew Bars $2.00
1x 37g Little Ripper  Fruit Stix $1.00
1x 30g Little Ripper  Magic Sparkling Candy $1.00
1x 40g Brain Blaster Sour Chews  $1.00
1x 40g Brain Blaster Sour Drops $1.00
1x 30g Little Ripper Fizzy Chews $1.00
1x 37g Little Ripper Fruit Treat Chews $1.00
1x 120g Mentos Mini Rainbow Bag  $2.80
2x TNT Mega Sour Crazy Crackles $0.60
1x 75g TNT Mega Sour Straps  $1.75
1x 42.5g Triple Dippers  $0.60
1x PLUS A CHOICE OF ONE OF THE FOLLOWING PLUSH $9.95
Big Eye Animal 30cm  
Reversible Octopus  30cm 
Bubble Tea 26cm ",26.3,20.0,1.315
Cadbury Favourites,"2x 265g Box Cadbury Favourites $7.50
1x 150g Dairy Milk $4.00
6x 12g Bite Size Dairy Milk $0.60
2x 15g Bite Size Crunchie $0.60
2x 15g Bite Size Cherry Ripe $0.60
2x 15g Bite Size Boost $0.60",26.2,20.0,1.31
Snickers® Super,"14x 18g SNICKERS® FUNSIZE® $0.65
2x 14.5g TWIX® FUNSIZE® $0.65
2x 12g MALTESERS® FUNSIZE® $0.65
2x 16g MARS® FUNSIZE® $0.65",13.0,10.0,1.3
Old Style Licorice,"1x 100g Licorice Allsorts $2.00
1x 100g Chocolate Bullets $2.00
1x 100g Raspberry Twists $2.00
1x 100g Raspberry Bullets $2.00
1x 100g Licorice Twists $2.00
1x 250g Traditional Soft Eating Liqourice $3.00",13.0,10.0,1.3
Mars® Super Bag,"14x 16g MARS® FUNSIZE® $0.65
3x 12g MALTESERS® FUNSIZE® $0.65
3x 18g SNICKERS® FUNSIZE® $0.65",13.0,10.0,1.3
Jumbo Fizz,"8x Wizz Fizz Original Flavour $0.75
2x Ghost Drops 10 pack $1.25
1x Cosmic Sour Foam Candy Bottle $2.20
1x  TNT Sour Slurp $1.20
1x JJ Noodle Chicken Snack 20g $0.80
1x Big Yupi Burger $1.00
1x Fruit Mentos 50 Pack $3.50
1x Cosmic Sour Powder Finger Dip $1.00
1x Triple Dipper $1.20
1x Icky Stick Hand $4.95
1x 160g Sour Rainbow Straws $2.00
1x Magic Popping Candy $0.20
1x Zour Bombs Super Sour Drops 10 pack $1.25
1x Cosmic Super Sour Powder Dip and Stick $1.00
1x Karate Roller $0.60
1x Rainbow Karate Belts $2.95",32.35,25.0,1.294
Mega Princess,"1x 2 in 1 Princess Beauty Station on Wheels with Accessories $30.00
1x Beauty Roll Play Set $15.00",45.0,35.0,1.2857142857142858
Mega Combat,"1x B/O Machine gun $25.00
1x Combat play set with gun and accessories  $20.00",45.0,35.0,1.2857142857142858
Fyna Licorice Bag,"1x 200g Milk Chocolate Bites $3.50
1x 230g White Chocolate Raspberry  Bullets $3.50
1x 250g Licorice Fruit Bites $3.50
1x 250g Licorice Chunks $3.50
1x 50g Raspberry Bullets $2.00",16.0,12.5,1.28
Chupa Chups,"8x  12g Original Chupa Chups  $0.35
4x  Mentos Mini Rainbow Rolls  $0.29
4x  6g Chupa Faces Lollipops  $0.10
2x 9g  Chupa Chups Crazy Dip $0.50
1x 24.2g Chupa Chups Sour Bites $1.00",6.35,5.0,1.27
Violet Crumble,"1x Violet Crumble Bite Size Chunks Bag 100g $4.00
1x Violet Crumble Bit Size Chunks Bag Caramel 100g $4.00
1x Violet Crumble Nuggets 120g $5.00
3x Violet Crumble Bar Dark 30g $1.20
2x Violet Crumble Bar 30g  $1.20",19.0,15.0,1.2666666666666666
Nobbys Nuts,"1x 50g Nobbys - Salted Nuts $1.80
1x 50g Nobbys - Beer Nuts $1.80
1x 50g Nobbys - Cashews $3.70
2x 25g Nobbys - Original Pork Crackle $2.58
1x 40g Nobbys Bacon Bites $2.50",14.96,12.0,1.2466666666666668
Maltesers® Super Bag,"11x 12g MALTESERS® FUNSIZE® $0.65
2x 16g MARS® FUNSIZE® $0.65
2x 13.5g M&M`S® FUNSIZE® $0.65
1x 14.5g TWIX® FUNSIZE® $0.65
2x 18g SNICKERS® FUNSIZE® $0.65
1x 12g MILKY WAY®FUNSIZE® $0.65",12.35,10.0,1.2349999999999999
Cadbury Collection,"1x 150g CADBURY DAIRY MILK $4.00
1x 180g TNCC PARTY MIX $4.00
1x 170g Sour Patch Kids $2.99
1x 133g OREO ORIGINAL $2.50
1x 125g Pascall Marshmallows $2.99
2x 12g DAIRY MILK FREDDO  $0.70
2x 21.5g CURLY WURLY $1.00
4x 12g BITE SIZE DAIRY MILK $0.60
2x 15g BITE SIZE CHERRY RIPE $0.60
2x 15g BITE SIZE CRUNCHIE $0.60
2x 15g BITE SIZE BOOST $0.60
1x CADBURY DAIRY MILK COOLER BAG $4.99",30.87,25.0,1.2348000000000001
Milkybar ($6 each OR 3 for $15 Range),"6x Milkybar 15g $0.60
1x Milkybar 50g $2.20
2x Bertie Beetle 10g $0.80",7.4,6.0,1.2333333333333334
Smarties ($6 each OR 3 for $15 Range),"6x Mini Smarties 11g $0.60
1x Smarties Carton 50g $2.20
2x Bertie Beetle 10g $0.80",7.4,6.0,1.2333333333333334
Nerds,"1x  141g Nerds Grape & Strawberry $4.00
1x 141g Nerds Rainbow  $4.00
1x 85g Nerds Gummy Clusters  $4.00
1x 26g Nerds Rope  $2.25
12x 12.8g Nerds Grape/Strawberry Asst $0.35",18.45,15.0,1.23
Fyna Mega Licorice,"1x 250g Licorice Chunks $3.50
1x 250g Milk Chocolate  Licorice Bullets $3.50
1x 250g Licorice Fruit Bites $3.50
1x 200g Milk Chocolate Licorice Logs $3.50
1x 250g White Chocolate Raspberry Bullets $3.50
1x 250g Chocolate Raspberry Bullets $3.50
1x 240g 2metre Licorice Strap $3.50",24.5,20.0,1.225
Oreo,"1x 133g Oreo Original $2.50
1x 133g Oreo Chocolate $2.50
1x 135g Oreo Choc Hazelnut $2.50
8x 12.8g Oreo Chocolate Wafers $0.35
1x 256.5g Oreo Original snack pack $5.00",15.3,12.5,1.224
Frozen II Dressup Bag,"1x Frozen 2 Carry Bag $5.95
1x Frozen 2 Hair Accessory Set $6.95
1x Frozen 2 Dressup $15.95
1x Frozen 2 Light up Wand $8.95
1x Frozen 2 Bracelet $4.95",42.75,35.0,1.2214285714285715
Darrell Lea Block Out,"2x Milk Chocolate Rocklea Road 145g $5.00
1x Milk Chocolate Raspberry Rocklea Road 145g $5.00
1x Milk Chocolate Rocklea Road Block 180g $5.00
1x Milk Chocolate Rocklea Road Honeycomb Block 160g $5.00
1x Dark Chocolate Rocklea Road Block 160g $5.00",30.0,25.0,1.2
BIG Milkybar,40x Milky Bar 15g $0.60,24.0,20.0,1.2
Kit Kat ($6 each OR 3 for $15 Range),12x Kit Kat 17g $0.60,7.2,6.0,1.2
Darrell Lea Liquorice Lovers,"1x Batch 37 Original Soft Liquorice 260g $5.00
1x Black Liquorice Twists 280g $5.00
1x Chocolate Liquorice Balls 160g $5.00
1x Milk Choc Liquorice Bullets 250g $5.00
1x Liquorice Allsorts 270g $5.00
1x Milk Chocolate Liquorice Block 180g $5.00",30.0,25.0,1.2
Cadbury Turkish Delight,"6x 15g Bite Size Turkish Delight  $0.60
4x 12g Bite Size Dairy Milk $0.60",6.0,5.0,1.2
Darrell Lea Pig Out,"1x Milk Chocolate Rocklea Road 145g $5.00
1x Orange Crunch Milk Chocolate Balls 185g $5.00
1x Batch 37 Liquorice 260g $5.00
1x Mega Minty Moment Balls 185g $5.00
1x Chocolate Raspberry Balls 160g $5.00
1x Peanut Brittle Milk Chocolate Block 160g $5.00",30.0,25.0,1.2
Allen's Choc Classics,"1x Allen's Freckles Chocolate Bag (Family Size) 340g $6.50
1x Allen's Jaffas Chocolate Bag 160g $4.50
10x Allen's Fantales 7.5g $0.25
1x Nestle Golden Rough 20g $1.00
1x Nestle Mint Pattie 20g $1.00
3x Bertie Beetle 10g $0.80",17.9,15.0,1.1933333333333331
Ultimate Candy,"4x 4g Zappo Drops  $0.05
2x 9g Trolli Burger  $0.30
2x 6g Hartbeat Tutti Frutti  $0.10
2x 25g Handshake  $2.00
5x 3g Warheads hard candy  $0.15
2x 10.5g Skools  $2.50
1x 75g Zappo Millions Strawberry  $1.20
1x 75g Zappo Millions BlueBerry  $1.20
2x 26g Zappo  $0.80
2x 12g Wicked Fizz  $0.20
2x 7.4g Fizzer Mini  $0.20
4x 15g Candy Sours  $0.45
1x 7g Pop Rocks Bubblegum Tutti Frutti  $0.60
1x 7g Pop Rocks Strawberry  $0.60
5x 4.9g Rockets  $0.10
1x 40g Xtreme Rollz Rainbow  $1.00
1x 14g Ring Pop  $1.40
1x 15g Push Pop  $1.80
2x 10g Britecrawler  $0.30",23.85,20.0,1.1925000000000001
Super Sour,"1x 170g Sour Patch Kids Scuba $4.00
1x 150g Trolli Brite Crawlers Bag  $4.00
1x 150g TNT Mega Sour Chews  $2.00
2x 24.2g Chupa Chups Sour Bites  $0.50
2x 75g TNT Mega Sour Straps $2.00
4x TNT Mega Sour Crazy Crackles $0.20
1x 27g Zappo Cola $0.80
1x 27g Zappo Grape $0.80
1x 27g Zappo Tutti Fruitti $0.80
1x 27g Zappo Strawberry $0.80
1x 27g Zappo Pineapple $0.80
2x 15g Zappo Sour Powder Grape gum $0.30
1x 15g Zappo Sour Powder Strawberry gum $0.30
4x 4g Zappo Drops $0.05
3x 16g Zappo Millions $0.55
2x 15g Zappo Sour Grumpy Dips $0.30
3x 12g Zappo Sour Fizz Chew Bars $0.20",23.75,20.0,1.1875
The Greatest Showbag on Earth,"10x 10g Little Ripper Chew Bars $0.20
1x 37g Little Ripper Fruit Sticks $1.00
1x 30g Little Ripper Sparkling Candy $1.00
1x 40g Brain Blaster Sour Drops $1.00
1x 40g Brain Blaster Sour Chews $1.00
1x 30g Little Ripper Fizzy Chews $1.00
10x 3.7g Little Ripper Fruit Treat Chews $0.10
1x PLUS A CHOICE OF ONE OF THE FOLLOWING NOVELTIES $29.95
Remote Mini Quad Copter  
Blaze Storm SR8 Soft Bullet Gun 
Bluetooth Tower Speaker 
Gaming Headphones 
Pro-Max Wireless Headphones 
Gaming Keyboard  
Rainbocorns Puppycorn surprise 
Karaoke Speaker ",37.95,32.0,1.1859375
The Natural Confectionery,"2x 180g TNCC Party Mix $3.50
1x 200g TNCC Snakes $3.50
1x 180g TNCC Sour Squirms $3.50
1x 180gm TNCC Fruit Chews $3.50",17.5,15.0,1.1666666666666667
Wicked Fizz,"7x 12g Berry Wicked Fizz Chew Bar  $0.20
7x 12g Blue Raspberry Wicked Fizz Chew Bar  $0.20
7x 12g Grape Wicked Fizz Chew Bar $0.20
7x 12g Cola Wicked Fizz Chew Bar $0.20
7x 12g Orange Wicked Fizz Chew Bar  $0.20",7.0,6.0,1.1666666666666667
Minecraft Alex Dress up Bag,"1x Minecraft Carry Bag $4.95
1x Minecraft Alex Dress Up (Includes .... Hat, Vest and Weapon) $19.95
1x Minecraft Reuseable Tech Stickers $5.95
1x Minecraft Cube Soft Toy $9.50",40.35,35.0,1.1528571428571428
Minecraft Steve Dressup Bag,"1x Minecraft Carry Bag $4.95
1x Minecraft Steve Dressup (Includes...Hat, full vest and Weapon) $19.95
1x Minecraft Reuseable Tech Stickers $5.95
1x Minecraft Cube Soft Toy $9.50",40.35,35.0,1.1528571428571428
Frozen II Cosmetic Bag,"1x Frozen 2 Carry Bag $5.95
1x Frozen 2 Compact Glitter Mirror $3.95
3x Frozen 2 Glitter Nail Polish $2.95
1x Frozen 2 Holographic Tote Bag $3.95
2x Frozen 2 Lip Gloss $2.95
1x Frozen 2 Purse $2.95
1x Frozen Hair Brush $2.95",34.5,30.0,1.15
Mega Builder,"1x My first tool set  $10.00
1x DIY tool set $10.00
1x Safety vest with hard hat  $20.00",40.0,35.0,1.1428571428571428
Mega Swat,"1x Swat gun play set  $20.00
1x B/O machine gun $20.00",40.0,35.0,1.1428571428571428
Chokito,"1x Chokito Block 170g $5.20
3x Chokito Bar 55g $2.20
2x Golden Rough 20g $1.00
4x Bertie Beetle 10g $0.80",17.0,15.0,1.1333333333333333
American Candy,"1x 141g Mike & Ike Mega Mix Sour $4.00
1x 141g Mike & Ike Tropical Typhoon $4.00
1x 141g Mike & Ike Mega Mix $4.00
1x 141g Nerds Rainbow $4.00
1x 85g Nerd Gummy Clusters $4.00
1x 43g Hershey's Cookies 'n' Creme $2.50",22.5,20.0,1.125
Aero,"1x Aero Peppermint Share Bar 60g $2.75
3x Aero Peppermint Bar 40g $2.20
1x Kit Kat Aero Mint Chunky Bar 45g $2.20
5x Bertie Beetle 10g $0.80
1x Nestle Mint Pattie 20g $1.00",16.55,15.0,1.1033333333333333
Snickers® Regular,"8x 18g SNICKERS® FUNSIZE® $0.65
1x 16g MARS® FUNSIZE® $0.65
1x 12g MALTESERS® FUNSIZE® $0.65",6.5,6.0,1.0833333333333333
Zombie Chews,"2x 30g Zombie Chews Blue Raspberry $0.65
2x 30g Zombie Chews Strawberry $0.65
2x 30g Zombie Chews Tutti Frutti $0.65
2x 30g Zombie Chews Raspberry Lemonade  $0.65
2x 30g Zombie Chews Sour Apple $0.65",6.5,6.0,1.0833333333333333
TWIX® Regular Bag,"7x 14.5g TWIX®FUNSIZE® $0.65
1x 12g MALTESERS® FUNSIZE® $0.65
1x 16g MARS®FUNSIZE® $0.65
1x 13.5g M&M $0.65",6.5,6.0,1.0833333333333333
Mars® Regular Bag,"7x 16g MARS® FUNSIZE® $0.65
1x 18g SNICKERS® FUNSIZE® $0.65
1x 13.5g M&M`S® FUNSIZE® $0.65
1x 12g MALTESERS® FUNSIZE® $0.65",6.5,6.0,1.0833333333333333
Milkyway®  Regular Bag,"7x 12g MILKYWAY® FUNSIZE® $0.65
2x 13.5g M&M`S® FUNSIZE® $0.65
1x 14.5g TWIX® FUNSIZE® $0.65",6.5,6.0,1.0833333333333333
Maltesers® Regular,"7x 12g MALTESERS® FUNSIZE® $0.65
1x 13.5g M&M`S® FUNSIZE® $0.65
1x 16g MARS® FUNSIZE® $0.65
1x 14.5g TWIX® FUNSIZE® $0.65",6.5,6.0,1.0833333333333333
M&M's® Regular,"7x 13.5g M&M`S® FUNSIZE® $0.65
1x 16g MARS® FUNSIZE® $0.65
1x 14.5g TWIX® FUNSIZE® $0.65
1x 12g MALTESERS® FUNSIZE® $0.65",6.5,6.0,1.0833333333333333
Cadbury Freddo Family Deal,"10x 12g Dairy Milk Freddo $0.70
4x 12g Milky Top Freddo $0.70
4x 15g Caramello Koala $0.70
4x 15g Strawberry Freddo $0.70
2x 21.5g Curly Wurly $1.00
6x 12g Bite Size Dairy Milk $0.60
1x PLUS YOUR CHOICE OF NOVELTY $6.00
FREDDO COOLER BAG 
CARAMELLO COOLER BAG 
360G CADBURY CHOCOLATE 
CADBURY STAINLESS STEEL BOTTLE 720ml 
LIL ONES STUFFED TOY 
FURRY FRIENDS COOLER BAG ",27.0,25.0,1.08
Allen's Sourz,"1x Allen's Frosty Fruits170g $4.00
1x Allen's Sourz Chew'Em Koalas 170g $4.00
2x Allen's Sourz Party Animals 170g $4.00",16.0,15.0,1.0666666666666667
Cadbury Furry Friends,"5x 20g Furry Friends $0.70
3x 12g Bite Size Dairy Milk  $0.60
SHOW SPECIAL - PURCHASE ANY 3 BAGS FOR $12.00 (FROM THE $5 CADBURY RANGE) 
CHOOSE FROM: 
CADBURY DAIRY MILK $5,CHERRY RIPE $5,TWIRL $5,PICNIC $5,  
TURKISH DELIGHT $5, CURLY WURLY $5, CRUNCHIE $5, FREDDO $5 
CARAMELLO $5, FURRY FRIENDS $5,  ",5.3,5.0,1.06
Cadbury Caramilk Mega,"1x 110g Twirl Caramilk Bites $4.00
1x 180g Cadbury Caramilk Breakway $5.00
1x 45g Cadbury Caramilk Bar $2.00
2x 12g Cadbury Caramilk $0.80
6x 12g Bite Size Dairy Milk $0.60
1x 180g Cadbury Caramilk $5.00",21.2,20.0,1.06
Power Rangers Bag,"1x Power Rangers Carry Bag $5.95
1x Power Rangers Mini Disc Shooter $3.95
1x Powqer Rangers Kite $5.95
1x Power Rangers Glider 3pk $5.95
1x Power Rangers Water Game $3.95
1x Power Rangers Sword $5.95
Your Choice of Red/Blue Or Yellow Character Dressups $12.95
(Includes... Mask,Gloves And Vest) ",31.7,30.0,1.0566666666666666
Chupa Chups Megabag,"8x 12g Chupa Chups Original  $0.35
12x 120g Mentos Mini Rainbow Rolls $0.24
35x Chupa Chups Face Lollipops $0.09
1x 175g Chupa Chups Incredible Chew Bag $3.80",12.57,12.0,1.0475
Red Ripperz ($6 each OR 3 for $15 Range),25x Red Ripperz 11g  $0.25,6.25,6.0,1.0416666666666667
Minties,"2x Allen's Minties (Family Size) 335g $5.50
10x Allen's Fantales 7.5g $0.25
2x Nestle Mint Pattie 20g $1.00",15.5,15.0,1.0333333333333334
Kinder Surprise,"2x Kinder Surprise Egg 3 Pack  $5.50
1x Kinder Chocolate Snack Bar 21g $1.25",12.25,12.0,1.0208333333333333
Snakes Alive,"1x Allen's Snakes Alive Family Size 405g $5.50
1x Allen's Snakes Alive Berry 175g  $4.00
1x Allen's Killer Python 190g $4.00
1x Allen's Frogs Alive 64g $1.75",15.25,15.0,1.0166666666666666
Allen's Lollies,"1x Allen's Party Mix (Family Size)  420g $5.50
1x Allen's Frogs Alive 420g $5.50
1x Allen's Drumstick 170g $4.00",15.0,15.0,1.0
Snakes Alive ($6 each OR 3 for $15 Range),"1x Allens Snakes Alive (Family Size)  450g $5.50
2x Red Ripperz 11g $0.25",6.0,6.0,1.0
Allen's Bites,"1x Nestle Scorched Almonds Bites 130g $4.50
1x Allen's Bites Mini Chocolate Raspberries 120g $4.50
2x Nestle Golden Rough 20g $1.00
5x Bertie Beetle 10g $0.80",15.0,15.0,1.0
BIG Smarties,"2x Smarties Hanging Bag 160g $4.50
2x Smarties Carton 50g $1.20
11x Smarties 11g $0.60",18.0,20.0,0.9
Sprinkles Unicorn Bag,"1x Rainbow Backpack 
1x Lip Gloss 
1x Nail Polish 
1x Hair Brush 
1x Notebook 
1x Pencil With Topper 
1x Love'ems Unicorn Slap On ",,30.0,0
Sensory Bag,"1x Carry Bag 
1x Sensory Wand With Glitter 
1x Rainbow Hand print Game 
1x Infinity Cube 
1x Poppit Windmill Wand 
1x Glow in the dark  stretchy caterpillar 
1x Rainbow Slinky 
1x Wacky Trap 
1x Red Sausage Stretchy 
1x Pea in Pod ",,30.0,0
